chipset,form_factor,m2_interfaces,manufacturer,memory_max_gb,memory_ram_type,memory_slots,name,sata_ports,socket
Intel Z490,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,2,Gigabyte Z490I AORUS ULTRA DDR4 Mini ITX,4,LGA 1200
AMD A320,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,32,DDR4,2,MSI A320M PRO-M2 V2 AM4 DDR4 Micro ATX,4,AM4
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI B550M PRO,4,AM4
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI Z590 MPG GAMING CARBON WIFI DDR4 ATX,0,LGA 1200
Intel B660,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B660 DS3H LGA1700 DDR4 ATX,0,LGA 1700
AMD B650,Micro ATX,"PCIe 5.0 x4, PCIe 4.0 x4",ASRock,128,DDR5,2,ASRock B650 M-H/M.2+ DDR5 Micro ATX,4,AM5
AMD B650,ATX,PCIe 4.0 x4,Gigabyte,128,DDR5,2,Gigabyte B650M GAMING WIFI6E AM5 DDR5 ATX,0,AM5
Intel B560,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS ROG STRIX B560-F GAMING WIFI DDR4 ATX,6,LGA 1200
Intel Z890,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte Z890M AORUS ELITE WIFI7 DDR5 Micro ATX,4,LGA 1851
Intel Z890,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI PRO Z890-S WIFI,4,LGA 1851
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS TUF GAMING B760-PLUS WIFI,0,LGA 1700
AMD A520,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock A520M Pro4 AM4 DDR4 Micro ATX,0,AM4
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI Z690 MAG TORPEDO LGA1700 DDR5 ATX,6,LGA 1700
Intel B760,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,96,DDR5,2,Gigabyte B760I AORUS PRO DDR5 Mini ITX,0,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z790 AORUS ELITE X DDR5 ATX,6,LGA 1700
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR5,2,Asus B860 M-BRO-CSM LGA1851 DDR5 Micro ATX,4,LGA 1851
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR5,4,ASUS PRIME B760M-A,4,LGA 1700
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI MAG B560M MORTAR WIFI DDR4 Micro ATX,0,LGA 1200
AMD B450,Micro ATX,"PCIE 3.0 x4, PCIE 3.0 x4, PCIE 3.0 x4, PCIE 3.0 x4",ASUS,128,DDR4,4,ASUS PRIME B450M-A/CSM,6,AM4
AMD A620,Mini-ITX,PCIe 4.0 x4,Gigabyte,96,DDR5,2,Gigabyte A620 I AX DDR5 Mini ITX,0,AM5
Intel H470,ATX,"PCIe 3.0 x4, PCIe 3.0 x4",Gigabyte,128,DDR4,4,H470 AORUS PRO AX,6,LGA 1200
Intel H510,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,2,Gigabyte H410M S2 V3 DDR4 Micro ATX,4,LGA 1200
AMD B850,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS ROG STRIX B850-A GAMING WIFI7 NEO,2,AM5
Intel B660,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS B660 ProArt CREATOR D4 DDR4 ATX,0,LGA 1700
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock B550 PG Velocita DDR4 ATX,0,AM4
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS PRIME B650M-A AX6,4,AM5
AMD B850,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x2",ASUS,256,DDR5,4,ASUS PRIME B850-PLUS WIFI,4,AM5
Intel Z790,EATX,"PCIe 5.0 x4/x2, PCIe 4.0 x4/x2, PCIe 4.0 x4/x2, PCIe 4.0 x4/ x2",Gigabyte,128,DDR5,4,Gigabyte Z790 AORUS XTREME,4,LGA 1700
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte X570S UD AM4 DDR4 ATX,0,AM4
Intel H610,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,Asus H610 PRIME H610M-A LGA1700 DDR5 Micro ATX,4,LGA 1700
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B560M AORUS ELITE LGA1200 DDR4 Micro ATX,6,LGA 1200
Intel B860,Micro ATX,"PCIe 5.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,Asus PRIME B860M-A WIFI-CSM DDR5 Micro ATX,4,LGA 1851
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS ROG STRIX B760-A GAMING WIFI,0,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z790 GAMING PLUS AX DDR5 ATX,0,LGA 1700
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B560 M D3H LGA1200 DDR4 Micro ATX,6,LGA 1200
AMD X570,Mini-ITX,PCIe 4.0 x4 / SATA + PCIe,ASRock,64,DDR4,2,X570 Phantom Gaming-ITX/TB3 Mini ITX Thunderbolt 3 AMD Motherboard Model X570 Phantom GAM ITX,4,AM4
Intel Z890,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte Z890 AERO G DDR5 ATX,4,LGA 1851
Intel Z890,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock Z890 Pro-A WiFi,0,LGA 1851
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z790 AORUS ELITE X WIFI7 DDR5 ATX,0,LGA 1700
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,32,DDR4,2,Gigabyte B450M GAMING AM4 DDR4 Micro ATX,0,AM4
Intel B860,Micro ATX,"PCIe 5.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,Asus B860 PRIME B860M-A LGA1851 DDR5 Micro ATX,4,LGA 1851
AMD B350,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI B350 PC MATE AM4 DDR4 ATX,0,AM4
Intel H510,Mini-ITX,PCIe 4.0 x4,MSI,64,DDR4,2,MSI H510 I PRO WIFI DDR4 Mini ITX,4,LGA 1200
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS PRIME B760M-A WIFI II,4,LGA 1700
AMD B450,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,4,ASRock B450 Pro4 ATX AM4,6,AM4
Intel B760,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR5,2,ASRock B760I Lightning WiFi LGA1700 DDR5 Mini ITX,3,LGA 1700
Intel B760,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",Colorful,64,DDR4,2,Colorful B760I CVN FROZEN WIFI V20 DDR4 Mini ITX,4,LGA 1700
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z590 Extreme WiFi 6E DDR4 ATX LGA1200,6,LGA 1200
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z690 AORUS ULTRA LGA1700 DDR5 ATX,6,LGA 1700
Intel B560,ATX,"PCIE 4.0 x4, PCIE 3.0 x4 & SATA mode",ASUS,128,DDR4,4,ASUS PRIME B560-PLUS LGA 1200 ATX Motherboard,6,LGA 1200
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,96,DDR5,2,ASRock B760 M-H2/M.2 DDR5 Micro ATX,0,LGA 1700
Intel B560,Mini-ITX,PCIe 4.0 x4,ASRock,64,DDR4,2,ASRock B560M ITX/ac LGA1200 DDR4 Mini ITX,4,LGA 1200
Intel B660,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI B660 PRO M-P WIFI DDR4 Micro ATX,4,LGA 1700
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI Z490 MPG GAMING PLUS LGA1200 DDR4 ATX,0,LGA 1200
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus B560 TUF GAMING B560M-PLUS WIFI LGA1200 DDR4 Micro ATX,0,LGA 1200
Intel H570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock H570 Phantom Gaming 4 DDR4 ATX,6,LGA 1200
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus ROG STRIX Z690-E GAMING WIFI DDR5 ATX,0,LGA 1700
AMD X670E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock X670E Pro RS AM5 DDR5 ATX,0,AM5
Intel B460,ATX,"PCIe x4/x2 SSD, PCIe x4/x2 SSD",Gigabyte,128,DDR4,4,B460 AORUS PRO AC,6,LGA 1200
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B550 AORUS PRO AX AM4 DDR4 ATX,6,AM4
Intel B460,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B460M AORUS ELITE DDR4 Micro ATX,6,LGA 1200
AMD B450,Mini-ITX,"PCIE 3.0 x4 and SATA, PCIE 3.0 x4",ASUS,32,DDR4,2,ASUS ROG STRIX B450-I GAMING,4,AM4
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock X570 Extreme4 AM4 DDR4 ATX,8,AM4
Intel B460,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",Colorful,64,DDR4,2,Colorful B460I CVN GAMING FROZEN V20 DDR4 Mini ITX,4,LGA 1200
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock B550 Extreme4 DDR4 ATX,0,AM4
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI B650M GAMING PLUS WIFI DDR5 Micro ATX,0,AM5
Intel H610,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI H610 PRO H610M-G LGA1700 DDR4 Micro ATX,0,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z790 PG Lightning/D4 LGA1700 DDR4 ATX,4,LGA 1700
AMD X670E,EATX,"PCIe Gen4 x4, PCIe Gen4 x4, PCIe Gen4 x4, PCIe Gen4 x4, PCIe Gen4 x4",ASRock,128,DDR5,4,ASRock X670E Taichi Carrara,8,AM5
AMD B650E,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR5,4,Asus ROG STRIX B650E-F GAMING WIFI DDR5 ATX,4,AM5
AMD B350,ATX,"PCIe Gen3 x4, SATA3 6.0 Gb/s",ASRock,64,DDR4,4,ASRock AB350 Pro4,6,AM4
Intel Z690,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z690M AORUS ELITE AX DDR4,6,LGA 1700
AMD X470,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI X470 GAMING PRO CARBON AM4 DDR4 ATX,8,AM4
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus Z590 ROG STRIX Z590-F GAMING WIFI DDR4 ATX,6,LGA 1200
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B550 AORUS MASTER DDR4 ATX,6,AM4
Intel H610,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,64,DDR4,2,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,4,LGA 1700
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus Z590 TUF GAMING PLUS DDR4 ATX,6,LGA 1200
AMD X370,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASRock,32,DDR4,2,ASRock X370 M-HDV AM4 DDR4 Micro ATX,4,AM4
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI B450M MORTAR MAX AM4 DDR4 Micro ATX,0,AM4
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z490 Phantom Gaming 4 DDR4 ATX,6,LGA 1200
AMD X670E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus X670E PRIME PRO WIFI-CSM AM5 DDR5 ATX,4,AM5
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,192,DDR5,4,Biostar B650M X3D PRO+ AM5 DDR5 Micro ATX,0,AM5
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS TUF GAMING B850M-PLUS II,0,AM5
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus ROG STRIX Z790-F GAMING WIFI DDR5 ATX,0,LGA 1700
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS TUF GAMING B550M-PLUS WIFI II,0,AM4
AMD B650,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI B650 GAMING PLUS AM5 DDR5 ATX,4,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z690M DS3H DDR4 (rev. 1.0),4,LGA 1700
Intel B460,Micro ATX,"PCIe 3.0 x4 & SATA, PCIe 3.0 x4",ASUS,128,DDR4,4,ASUS PRO B460M-C/CSM,6,LGA 1200
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B550 UD AC DDR4 ATX,0,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI B760M GAMING PLUS WIFI DDR4 Micro ATX,4,LGA 1700
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B550 VISION D AM4 DDR4 ATX,4,AM4
AMD A620,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,192,DDR5,4,Biostar A620 MP-E PRO AM5 DDR5 Micro ATX,4,AM5
AMD B350,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,4,ASRock AB350 Fatal1ty Gaming K4 DDR4 ATX,6,AM4
Intel Z690,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",EVGA,64,DDR5,2,EVGA Z690 DARK K|NGP|N DDR5 EATX,8,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z790 D LGA1700 DDR5 ATX,0,LGA 1700
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus ROG STRIX Z490-F GAMING DDR4 ATX,6,LGA 1200
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI B650M PROJECT ZERO AM5 DDR5 Micro ATX,0,AM5
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z790 GAMING X DDR5 ATX,6,LGA 1700
AMD X870E,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock X870E Taichi Lite AM5 DDR5 EATX,0,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus Z690 TUF GAMING Z690-PLUS WIFI D4 DDR4 ATX,0,LGA 1700
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS TUF GAMING B760M-PLUS WIFI,4,LGA 1700
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus Z690 TUF GAMING PLUS WIFI DDR5 ATX,0,LGA 1700
Intel B460,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI B460 M-A PRO DDR4 Micro ATX,6,LGA 1200
AMD X870,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock X870 Phantom Gaming Riptide WiFi AM5 DDR5 ATX,0,AM5
AMD X870E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI X870E PRO-P WIFI DDR5 ATX,0,AM5
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI Z790 MPG CARBON MAX WIFI LGA1700 DDR5 ATX,6,LGA 1700
Intel Z490,ATX,"PCIe 3.0 x4, PCIe 3.0 x4",ASUS,128,DDR4,4,Asus Z490 PRIME-P LGA1200 DDR4 ATX,4,LGA 1200
Intel Z590,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z590 Z590M GAMING X DDR4 Micro ATX,6,LGA 1200
AMD A320,Micro ATX,,MSI,32,DDR4,2,MSI A320M PRO-VH PLUS Micro ATX AM4,4,AM4
AMD B450,ATX,"PCIe 2.0 x4, PCIe 3.0 x4 and SATA 6Gb/s",MSI,128,DDR4,4,B450 GAMING PRO CARBON AC,6,AM4
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte X570S GAMING X AM4 DDR4 ATX,6,AM4
Intel B460,ATX,"PCIe 3.0 x4 and SATA 6Gb/s, PCIe 3.0 x4",MSI,128,DDR4,4,MSI MAG B460 TOMAHAWK,6,LGA 1200
Intel B460,Mini-ITX,PCIe 4.0 x4,ASRock,64,DDR4,2,ASRock B460 M-ITX/ac DDR4 Mini ITX,4,LGA 1200
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 3.0 x4 & SATA, PCIe 3.0 x4 & SATA",ASUS,128,DDR4,4,PRIME Z590-A,6,LGA 1200
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI Z690 MEG UNIFY WIFI LGA1700 DDR5 ATX,0,LGA 1700
AMD B650,Micro ATX,PCIe 4.0 x4,Gigabyte,96,DDR5,2,Gigabyte B650 M D2HP (rev. 1.2) AM5 DDR5 Micro ATX,0,AM5
Intel H610,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,96,DDR5,2,Gigabyte H610M S2H V2 LGA1700 DDR5 Micro ATX,0,LGA 1700
AMD X570,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte X570 AORUS XTREME AM4 DDR4 EATX,6,AM4
AMD B350,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,4,Asus B350 PRIME B350M-A AM4 DDR4 Micro ATX,0,AM4
AMD A320,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI A320 A320M PRO-VH DDR4 Micro ATX,4,AM4
AMD X870E,ATX,"PCIe 5.0 x4, PCIe 5.0 x4, PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS ROG STRIX X870E-E GAMING WIFI,4,AM5
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,32,DDR4,2,Asus B450 PRIME B450M-K AM4 DDR4 Micro ATX,0,AM4
Intel H610,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,2,Asus H610 PRIME H610M-K D4-ARGB DDR4 Micro ATX,4,LGA 1700
